uuid,question,answer,url
89c6249d-cad8-4ae4-9626-8bd757b2d58a,Where does fascioliasis occur?,"Until recently, human cases occurred occasionally but are now increasingly reported from Europe, the Americas and Oceania (where only F. hepatica is transmitted) and from Africa and Asia (where the two species overlap). WHO estimates that at least 2.4 million people are infected in more than 75 countries worldwide, with several million at risk. No continent is free from fascioliasis, and it is likely that where animal cases are reported, human cases also exist.The epidemiological pattern of fascioliasis is quite varied: the infection usually has a hypo-endemic pattern, with low and stable levels of prevalence among a defined population. Sporadic outbreaks may occur among such populations: these are usually related to sudden changes in climatic conditions that boost the life-cycle of either the parasite or the snail, or both. Scientists have also found that the epidemiology of fascioliasis is strictly linked to the geographical and environmental characteristics of the area where transmission occurs, and different patterns can be distinguished: this suggests that fascioliasis may adapt to different ecological niches.In Africa and Asia, where both F. hepatica and F. gigantica are present, mixed infections are possible. In Asia, hybridization among the two species occurring in co-infected humans or animals has been described. The offspring resulting from such hybridization is characterized by intermediate morphological characteristics between the two species as well as by different ploidies (diploid, triploid, and mixoploid); such worms are frequently non-fertile.",https://www.who.int/news-room/questions-and-answers/item/q-a-on-fascioliasis
5e9bc995-dda4-423b-97a5-e22190c9bb6d,How is fascioliasis transmitted?,"The life-cycle of fascioliasis is complex. It involves a final host (where the adult worm lives), an intermediate host (where the larval stages of the worm develop) and a carrier (entailing suitable aquatic plants).The process starts when infected animals (cattle, sheep, buffaloes, donkeys and pigs but also horses, goats, dromedaries, camels, llamas and other herbivores) defecate in fresh-water sources. Since the worm lives in the bile ducts of such animals, its eggs are evacuated in faeces and hatch into larvae that lodge in a particular type of water snail (the intermediate host).Once in the snail, the larvae reproduce and eventually release more larvae into the water. These larvae swim to nearby aquatic or semi-aquatic plants, where they attach to the leaves and stems and form small cysts (metacercariae). When the plants with the small cysts attached are ingested, they act as carriers of the infection. Watercress and water-mint are good plants for transmitting fascioliasis, but encysted larvae may also be found on many other salad vegetables. Ingestion of free metacercariae floating on water (possibly detached from carrier plants) may also be a possible mode of transmission.Transmission of the infection in the environment is usually perpetuated by animals. Humans do not typically contribute to the parasite's life-cycle; they are only occasionally infected after failure to observe basic hygiene measures (consuming larvae-contaminated uncooked vegetables or drinking larvae-infected water). Moreover, Fasciola worms are not well adapted to humans and, in some cases, fail to develop into mature adult worms and produce eggs.",https://www.who.int/news-room/questions-and-answers/item/q-a-on-fascioliasis
67fe131e-33b7-49bd-97fc-8028c2224126,Who is the most at risk of infection?,"In some areas, transmission to humans is constant and intense, and a geographical aggregation of cases may be observed. This pattern is possibly explained by a human-to-snail-to-plant-to-human transmission cycle, without the involvement of any animal. Indigenous communities in the South American highlands represent well known ""hot spots"" for fascioliasis: here, highly prevalent infection has been reported and may be explained by such transmission pathway.Where it occurs sporadically, fascioliasis affects people from all age-groups, and there is no specific risk group. Where the infection is highly endemic, the prevalence and intensity of infection tend to peak in school-age children. People living in rural areas are typically more likely to become infected; however, cases may occur anywhere and can follow the trade routes of the carrier plants, which are part of the usual diet in many countries.",https://www.who.int/news-room/questions-and-answers/item/q-a-on-fascioliasis
efc4967e-fc7e-4e4a-ad59-36c9b4ed6a5a,What are the signs and symptoms of fascioliasis?,"After the larvae are ingested with contaminated food or water, a symptomless incubation period starts, lasting for a few days to a few months. This is followed by an acute and a chronic clinical phase.Acute phase. The acute phase, lasting 2-4 months, begins when the immature worms penetrate the intestinal wall and the peritoneum, the protective membrane surrounding the internal organs . From here, they puncture the liver's surface and eat their way through its tissues until they reach the bile ducts. This invasion kills the liver's cells and causes intense internal bleeding. Typical symptoms include fever, nausea, a swollen liver, skin rashes and extreme abdominal pain.Chronic phase. The chronic phase begins when the worms reach the bile ducts, where they mature and start producing eggs. These eggs are released into the bile and reach the intestine, where they are evacuated in faeces, thereby completing the transmission cycle. Symptoms include intermittent pain, jaundice and anaemia. Pancreatitis, gallstones and bacterial super-infections may also occur. Patients with chronic infections experience hardening of the liver (fibrosis) as a result of the long-term inflammation.",https://www.who.int/news-room/questions-and-answers/item/q-a-on-fascioliasis
efc12dc4-6484-4f70-9fa2-3c2fcd358c24,How is fascioliasis diagnosed?,"Diagnosis of fascioliasis may be suspected on the basis of the clinical picture, on the anamnestic recall of consuming raw vegetables, on the detection of eosinophilia (blood eosinophil count >500–1000 per μl of blood), and on typical findings at ultrasound or computed tomography scans. Confirmation relies on different types of diagnostic techniques.parasitological techniques to detect Fasciola eggs in stool samples; their cost and sensitivity may vary according to the type used; they can only be employed in the chronic phase; some of them allow quantifying intensity of infection (therefore estimating the severity of the infection);immunological techniques to detect worm-specific antibodies in serum samples or worm-specific antigens in serum or stool samples; they are usually more sensitive than the commonly used parasitological techniques; detection of antibodies does not allow distinguishing between current, recent and past infections; their ability to quantify intensity of infection is disputed; stool tests are easier to perform and reportedly better accepted by individuals in endemic areas;molecular techniques such as the polymerase chain reaction are still at experimental stage.",https://www.who.int/news-room/questions-and-answers/item/q-a-on-fascioliasis
1ef3b016-4339-4ce4-9019-5c19cea4d73b,How is fascioliasis treated?,"Triclabendazole, the only medicine recommended by WHO against fascioliasis, is active against both immature and adult parasites, and may therefore be employed during the acute and chronic phases. Cure rates are high , while adverse reactions following treatment are usually temporary and mild. The recommended regimen is 10 mg/kg body weight administered as a single dose in both clinical practice and preventive chemotherapy interventions. In clinical practice, where treatment failure occurs, the dosage may be increased to 20 mg/kg body weight in two divided doses 12-24 hours apart.",https://www.who.int/news-room/questions-and-answers/item/q-a-on-fascioliasis
394aecde-3a21-429a-8d0c-543d404ec887,What are the public health interventions to control fascioliasis?,"From a public health perspective, control of human fascioliasis mainly relies on timely treatment with triclabendazole, a measure that cures infected individuals and prevents development of advanced morbidity.In areas where cases of fascioliasis occur sporadically, clinical case management of individuals reporting to their local hospital is sufficient to tackle the disease. Diagnostic protocols adapted to the socioeconomic environment of endemic areas should be adopted, and triclabendazole should be made available to peripheral health centres with the aim of increasing access to treatment.In communities where cases are clustered, possibilities for implementing large-scale anthelminthic distribution (preventive chemotherapy) in subdistricts, villages or communities where the cluster occurs should be considered. Preventive chemotherapy in such foci can be implemented as targeted treatment of school-age children (5–14 years), usually the population with the highest prevalence and intensity of infection, or as universal treatment (mass drug administration, or MDA) of the entire resident population. In such areas, individual-level diagnosis is not necessary; decisions about treatment are rather based on an assessment of the public health relevance of the disease.Timely treatment with triclabendazole is the quickest way to control morbidity associated with fascioliasis. However, treatment should be complemented, where feasible, by implementing measures that aim to reduce transmission rates, including:information, education and communication, promoting cultivation of vegetables in water free from faecal pollution and thorough cooking of vegetables before consumption;veterinary public health measures, including treating domestic animals and enforcing separation between husbandry and humans;environmental measures such as containment of the snail intermediate hosts and drainage of grazing lands.",https://www.who.int/news-room/questions-and-answers/item/q-a-on-fascioliasis
24ec4c38-b2e9-428c-a29b-c384cc99b7cf,What is clonorchiasis?,"Clonorchiasis, or Chinese liver fluke disease, is a foodborne trematodiase infection caused by trematode worms (also called flukes). It is caused by infection with Clonorchis sinensis. Adult C. sinensis flukes may measure up to 20 mm x 5 mm.Clonorchiasis is a common infection of dogs and other fish-eating carnivores (reservoir final hosts) in China, the Democratic People’s Republic of Korea, the Republic of Korea and Viet Nam. People may also become infected through the consumption of raw or undercooked fish.",https://www.who.int/news-room/questions-and-answers/item/neglected-tropical-diseases-clonorchiasis
369157e5-c6c1-4d97-9ddb-a8bcddefaa0f,How is clonorchiasis transmitted?,"Adult flukes inhabit the bile ducts and lay eggs that are dispersed into the environment during defecation. When they reach fresh water, eggs develop into miracidia that are ingested by various species of aquatic snails.The miracidia further develop and reproduce asexually into cercariae (larvae). Cercariae leave the snail and swim to penetrate beneath the scales of various species of carp-like freshwater fish where, as metacercariae, they encyst in the subcutaneous tissue. When dogs or other carnivores eat raw fish, the metacercarial cysts hatch in the intestine and the young worms migrate to the bile ducts, thus completing the cycle.Humans may substitute reservoir hosts in the transmission cycle when they eat raw, salted, pickled, smoked, marinated, dried, partially cooked or poorly processed fish, thus ingesting the metacercariae.",https://www.who.int/news-room/questions-and-answers/item/neglected-tropical-diseases-clonorchiasis
bfff13cc-3de5-4929-91a0-8089dd72daa5,What are the symptoms of clonorchiasis?,"In humans, acute clonorchiasis may be asymptomatic or scarcely symptomatic in light infections, but if the number of worms is significant (up to several thousands), fever and right upper-quadrant pain are not infrequent and may be associated with intermittent colic pain caused by the worms obstructing the gallbladder.Chronic clonorchiasis, which results from protracted episodes of re-infection over time, may be most severe. The presence of the worms in the walls of the smaller bile ducts causes chronic inflammation, resulting in fibrosis of the ducts and destruction of the adjacent liver parenchyma. Cholangiohepatitis, or recurrent pyogenic cholangitis, is also frequent. Chronic chlonorchiasis is strongly associated with cholangiocarcinoma, a severe and often fatal form of bile duct cancer. The International Agency for Research on Cancer (IARC) classifies C. sinensis as a Group 1 agent (carcinogenic to humans).",https://www.who.int/news-room/questions-and-answers/item/neglected-tropical-diseases-clonorchiasis
1724a3b2-1a6e-4647-b77a-e151e117b882,How is clonorchiasis diagnosed?,"Diagnosis is made on the basis of the clinical picture, on the anamnestic recall of consuming raw fish, on the detection of eosinophilia, and on typical findings of ultrasound, computed tomography or magnetic resonance imaging scans. Confirmation of diagnosis relies on different types of diagnostic techniques:parasitological techniques to detect Clonorchis eggs in stool samples; their cost and sensitivity may vary according to the type of technique used; they can only be employed in the chronic phase; some techniques, such as the Kato-Katz thick smear, quantify the intensity of infection (allowing estimation of the severity of the infection);immunological techniques to detect worm-specific antibodies in serum samples or worm-specific antigens in serum or stool samples; they are usually more sensitive than the commonly used parasitological techniques; detection of antibodies does not distinguish between current, recent and past infections; their ability to quantify intensity of infection is disputed; stool tests are easier to perform and reportedly better accepted by individuals in endemic areas; these techniques are still at an experimental stage;molecular techniques such as polymerase chain reaction are also at an experimental stage.",https://www.who.int/news-room/questions-and-answers/item/neglected-tropical-diseases-clonorchiasis
461549a7-7e37-49ff-8fbd-a769bb421af9,Can clonorchiasis be treated?,"Praziquantel is the only medicine recommended by WHO for treatment of clonorchiasis. It should be administered at the dose of 25 mg/kg 3 times daily for 2–3 consecutive days or of 40 mg/kg, single administration.",https://www.who.int/news-room/questions-and-answers/item/neglected-tropical-diseases-clonorchiasis
1d099ffb-0b7d-4e85-9d70-0a39f8afedd3,Can clonorchiasis be prevented?,"For the purposes of public health control, WHO recommends carrying out community diagnosis at the district level, and implementing preventive chemotherapy with praziquantel. Complementary interventions such as information, education and communication on safe food practices, improved sanitation and veterinary public health measures should also be implemented in order to decrease transmission rates.",https://www.who.int/news-room/questions-and-answers/item/neglected-tropical-diseases-clonorchiasis
bbe1433d-8ec6-49fb-ad18-01b06330e91b,"What is this report on ""Personal interventions and risk communication on air pollution"" about ?","This report presents the results of an expert consultation whose objectives were to review and
assess the current scientific evidence on questions related to protection measures that individuals can take (or so-called personal interventions) to reduce their exposure to air pollution. Such
measures include wearing respirators, using indoor portable air filters (cleaners) or avoiding certain places and limiting activities or exercising in an environment with high levels of air pollution. It
was agreed, however, that these measures are the least desirable choice in the hierarchy of interventions - the most preferred being public policies aiming at reducing emissions. The report also
discusses the communication challenges associated to information related to air pollution and health
impacts, such as air pollution sources, Air Quality Index (AQI), and the role of medical societies.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
fd35f0fc-67e8-4d42-90ad-7a0ae0581256,What should policy makers do to protect citizen from air pollution?,"The best way to protect people from the harmful effects of air pollution is to bring concentrations of air pollutants down to those recommended by the WHO Air Quality Guidelines, through
pollutant emission monitoring, land-use and urban planning, and sustainable consumption.

Policy makers and citizens need to know the sources of air pollutants and their contributions to air
pollution in each location, and this information should guide effective emission control strategies.
One of the most significant pollutants, particulate matter (PM2.5), can originate from a wide range
of sources and can be spread over several hundreds of kilometres, illustrating the importance of
national and regional cooperation to recognizing and addressing the specific sources and combatting air pollution efficiently.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
ab951210-b454-4b2f-a759-c6ebc202d8ca,What are effective ways to communicate about air pollution and health?,"Successful communication approaches to policy makers and administrations should underline
the importance of source apportionment, emission control of the sources, population weighted
exposure as a guidance of the interventions, the importance of regional in addition to local policies,
and the relevance of the co-benefits of other policies (e.g. climate mitigation). The public should
be informed about the complexity of the issue and of the relative importance of the sources.
Successful communication approaches to the public should include communication on local,
personal, feasible actions that can be undertaken by individuals to mitigate air pollution. People are
motivated by a sense of self-efficacy and neglect hazards that they cannot reduce.

However, communication strategies should be tailored to the geography, economic conditions,
culture, expectations and norms in each setting. Messages should be specific for the general public
and for sensitive individuals. Help in adapting messages can be provided by social structures such
as schools and other educational facilities, local and regional administrative structures, and institutions of the civil society, such as patients organizations, professional societies, and specific interest
groups. Trust in expert knowledge should be built by issuing publicly accessible information on
facts, evidence and peer-reviewed data and results.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
7a99ed63-c379-4c3a-a12e-b19211372834,What is an air pollution or quality index?,"An air quality index (AQI), or Air quality and health index (AQHI) or Air pollution index (API) is a
common tool for the reporting and communication of the state of air quality at the city or at regional
level on as short-term basis. Ideally, it expresses air quality in easily understood terms. AQI is also used
to make recommendations aimed at reducing air pollution exposure and to provide health advisories to
members of the public, including those who are more vulnerable to adverse air pollution exposures.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
236a58b4-1bb1-429f-9a4c-1113c7045ddd,How is an air pollution or quality index calculated?,"An AQI generally includes more than one pollutant and provides, with a simple scheme
(for example using colours), a grading of the current air quality.

It is most often reported on an hourly basis. Nearly all indices are set as ratios to predetermined
thresholds based on either regulatory or recommended levels, which are locally or nationally set.
However, few indices are based on rigorous health-based evidence.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
69afb7f9-11de-4d58-98f7-01c1e632f24b,Can different AQIs be compared?,"There is currently no harmonized method for calculating AQI. As the methodology and chosen
thresholds vary by country, AQIs are intrinsically not valuable for international comparisons.
Indeed, they can be quite misleading when used in this way.
It is advised that all jurisdictions also report the actual measurement data in normal units (e.g. μg/
m3) for all included pollutants in addition to their local AQI, including which pollutant is contribu-
ting the most, as people may be sensitive to different pollutants.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
75e05bfc-8214-491d-9395-cea7528b02a4,How useful are AQIs?,"An AQI is useful if by providing relevant timely air quality information to the public and vulnerable
groups, it can reduce exposure to air pollution through individual behaviour modification, while public authorities ensure a timely reduction of emissions activities. These interventions by their very
nature are only used sporadically, therefore their effectiveness depends on whether individuals
have information that is applicable, reliable, and understandable and if relevant actions are feasible
in the affected population.

Often, these indices summarize several air pollutant concentrations in one number, which makes it
difficult to isolate the effect of one specific pollutant. For example, in some cases the same index
can result from a combination of low particle and high ozone exposure or a combination of high
particle and low ozone concentration. As patients are often not affected by all pollutants, a combined index makes it more difficult to react accordingly.

Even indices that have been specifically designed based on health research have been mostly based
on long term population-level health risks. Therefore, they are not designed to capture short term risk increases to especially vulnerable groups, such as babies or respiratory disease patients.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
b477c778-613d-4744-b7c6-f469f74ba780,Who is more at risk of air pollution?,"Two groups of people are at a higher risk from air pollution than the general population. People
who are more susceptible have an increased response to exposure to air pollution. This increased
response comes from an innate or acquired predisposition, such as pre-existing conditions or
diseases. Moreover, some people are more vulnerable, which means they have an increased
exposure, which is due to external factors such as place of residence, type of occupation, or
internal factors such as increased ventilation (children), etc.
While one can argue that almost everyone may fit into one of these categories, the following categories
are generally considered more at risk:People with pre-existing conditions (e.g. cardiorespiratory)Children & Pregnant womenElderlyOutdoor workersIt is particularly important for pregnant women, children and old people and patients with cardio-
vascular, cerebrovascular or respiratory disease to reduce short-term exposure (hours to weeks) to
air pollution. Reducing long-term exposure (weeks to year) is important for everybody.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
de8d8d4f-581b-4d11-bd89-feef7997bf94,Should susceptible or vulnerable people be recommended personal interventions?,"Some evidence exists for children and people with cardiorespiratory conditions to recommend
clinicians to provide guidance about the health risks of air pollution and behavioral aspects
such as avoidance or reduction of pollution exposure, physical activity and personal protection.
Yet, prioritization of risk and unintended consequences need to be balanced.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
45414e1e-3f26-496a-af78-e17eb82dc391,Are specific recommendations on reducing exposure during major air pollution episodes useful in protecting health?,"Public health recommendations aiming at reducing exposure to decrease risk of acute harm often
occur during major pollution episodes, however, greatest health benefit is likely to happen when
exposure reduction occurs on in the long run, reducing risk of chronic harm.
Providing recommendations to avoid or reduce exposure may not always be possible or even
advisable depending on individual circumstances. However, modifying the location, timing, and type
of outdoor activity can greatly modify pollution exposures since the levels of air pollutants vary both
spatially and temporally.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
69030b79-5cae-4a87-be0c-be1bc436a908,Should people remain indoors during a major air pollution episode?,"Avoiding air pollution through staying indoors may be beneficial but the effect largely depends on
the level of indoor exposure. There are many potential sources of indoor air pollution – such as
cooking, active and passive smoking, incense burning – in addition to the infiltration of air pollutants from outdoors to indoors, which in turn is a function of many factors (e.g. type of ventilation,
building specificities, etc.). During acute episodes of air pollution, emergency interventions may be applied by local authorities, including school closures and limitation of sports events, as part of a risk management
strategy. However: the reduction in exposure of populations and the health benefits of these
interventions are not clear or may be reversed, depending on various circumstances, and the
potential benefits and harms should be quantified with more research.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
dcc3e9c1-235e-4ed4-9bce-a52d424e7b06,What are the links between air pollution and physical activity?,"Physical activity is defined as any bodily movement produced by skeletal muscles that require
energy expenditure. Popular ways to be active are through walking, cycling, sports and recreation
or any activities undertaken while working, playing, or carrying out household chores.
Physical activity has significant health benefits and contributes to prevent non-communicable
diseases. On the other hand, physical activity may influence the uptake and deposit of air pollutants in the lungs and airways. At higher air pollutants concentrations, more air pollutants will be
inhaled. High air pollution levels may also prevent people from engaging in physical activity.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
80abb4b3-2608-4777-8529-ad431e345d2e,"Is it safe to exercise (either through occupation, active transport or recreational physical activity) when the levels of air pollutions are high?","Evidence on healthy adult populations in high-income countries advocates for regular physical activity, even if the air quality does not meet the levels recommended by WHO, as it provides health
benefits. However, scientific evidence is weak for all the examined associations in low and middle-
income countries (LMIC), for indoor settings (e.g. households, dedicated places for physical activity
practice), and for susceptible subpopulations (children, old, people with pre-existing conditions).

Specifically, evidence on short-term impacts suggest that air pollution diminishes (but not eliminate) the beneficial effects of physical activity, in populations with diseases such as cardiovascular
and respiratory conditions and for those who are healthy. In the long-term, studies suggest that
air pollution slightly reduces the protective effect of physical activity on mortality. Also, modelling
studies have estimated that in most situations, the benefits of physical activity should be larger
than risks of air pollution, at least in walking and cycling environments.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
5841b608-5afb-4848-8a25-36c578df4f01,Should people at risk be advised to reduce their physical activity levels during air pollution episodes?,"In general, regular physical activity should be promoted even if the local air quality is not
optimal. Whenever possible, people should adapt the timing and location of physical activity to
reduce exposure to air pollution. Any recommendation should include consideration of ozone and
temperature levels, especially in warmer climates. Patients who take medication should follow
their physician’s recommendations.
Going by the precautionary principle, populations at specific risk (due to their health status
or occupation) should be advised about the best time and location for physical activity or for
work (e.g. outdoors) and to reduce moderate–vigorous physical or work outdoors during high air
pollution episodes.In addition to regional action, local action to reduce daily background air pollution should be
promoted in order to ensure physical activity under the best conditions for health.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
50ceba20-8568-48b1-9b6d-a3097f7f2fa3,What does the report say on portable air filters?,"Staying indoor is one way to reduce exposure from air pollution, provided that indoor air pollutants
are kept low. A systematic review of the literature about the efficacy of portable air filters (or por-
table air cleaners) in real-world situations (i.e. not in a laboratory or occupational setting) showed
that they are efficient to reduce indoor particulate matter (PM2.5) concentration by 40-82%.
As for the improvement of health effects, the results indicate some health improvements, and
mostly in healthy adults.
However, the few studies available in the literature that focused mostly on efficacy, only included
small number of participants - mostly health ones - and covered short-term time frames only.
Long-term studies on susceptible population to air pollution impacts are lacking.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
20e2f4a9-b33d-4a74-b224-20b8a4574617,Can air filters be recommended as a public health measure?,"It would be premature to recommend the use of portable air filters as a public health measure for
three reasons :

There is a lack of information on effectiveness in the real world, which depends on rates of
infiltration of outdoor air pollutants into the indoor environment and human activities.
They may have adverse indoor and environmental impact, such as build-up of gaseous pollutants either generated indoors, like ozone produced by some electrostatic filters or due to
sealing measures (e.g. closing windows) for CO2, and noise.
The high cost of maintenance (e.g. changing filters) and equitable access issues need to be
considered as limiting factors.

 
The use of portable air filters might be proposed for people with preexisting conditions, such as
COPD, heart failure or lung transplants, who should stay at home and be protected from exposure
to air pollution.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
af25efcd-4404-42df-ae27-81600f09d802,What is a respirator in the context of air pollution?,"A respirator is a mask that covers the nose and mouth and fits tightly to the face, which can filter
out PM2.5 particles, including smoke or ash particles. Respirators have primarily been developed
to protect workers in high exposure work places. Filtering facepiece respirators are made entirely
of filter material and are the most common type of air-purifying particulate respirators.

 
There are well-established occupational certifications, recommendations and protocols for respirator use. The general public should be cautious when purchasing products advertised online
that have not been assessed for conformity by e.g. Chinese National Standards (GB), European
Conformity (CE), the Japanese Industrial Standard or the US National Institute for Occupational
Safety and Health (NIOSH) standard. 



Respirators that are filtering 95% of airborne particle are called N95 (the most popular name)
in the USA following the NIOSH Standard but are called KN95 in China following the Chinese
National Standard, and FFP2 respirators in Europe following the European Conformity Standard.
These terms (e.g. N95 etc), which refer to the particle removal efficiency of respirators, has not
been patented or copyrighted and can be used by any maker of masks, even without proper testing. Packaging should be examined for certification or approval by a known national or international authority.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
7de8db78-84cd-4733-9a54-7f07b4c18495,Can respirators protect from air pollution in the occupational setting?,"According to occupational recommendations and protocols, there are five factors that ensure that
a respirator is effective :

Putting it on correctly.
Ensuring that it fits properly.
Using it continuously during exposure.
Replacing the respirator or the filter when it becomes saturated.
Confirming that it has been approved to remove ≥ 95 % of particles.

 
Because of differences in facial structures across the world, no one respirator can be guaranteed
to fit all users. There are no commercial respirators designed for children (based on information
available as of February 2019). There is, to date. no information on the application of well-established occupational recommendations and protocols for respirator use by the public and who
should be the responsible authority on this.

 
When respirators are properly selected and used, they reduce exposure to harmful inhalation
pollutants. However, those with underlying medical conditions such as respiratory disease need to
be cautious, as these issues could be exacerbated when using a respirator.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
fedfa550-cb02-4ac2-88d1-14e7d06b0d67,Do respirators protect from air pollution in real world situations?,"A systematic review of the literature about the efficacy of respirators use in reducing exposure to
particulate matter in real-world situations (i.e. not in a laboratory or occupational setting) showed
little if any health improvements. However, there were few studies in the literature that focused
mostly on efficacy, and these only included small numbers of participants - mostly health ones –
and only covered short-term time frames. Most studies did not provide information on how well
the respirators worked or fitted, which might have biased the results. There is no evidence available
on the effectiveness of respirator use in the general population or on susceptible populations.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
3b27e4c7-72d6-42b2-a81b-9c65295f184b,Can respirators be recommended as a public health measure?,"Given the limited evidence on the effectiveness of respirators to protect health in real conditions
of use by the general population, their use should not be recommended. Rather, the recommendation should be to continue and intensify action to reduce air pollutant emissions and to reduce
or limit every day exposure when possible. The use of respirators is recommended or required in specific occupational situations. In the
general population they may be recommended under well-controlled procedures for short periods
in situations such as wildfires, volcanic eruptions, acute desert dust episodes or clean-up after a
disaster. Here again, a special caution is necessary for people with respiratory and cardiovascular
disease for whom it may not be advisable to use a respirator due to increased dead space, airway
resistance and psychological stress.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
d03b3fad-823d-4dd6-9244-38694d9b0e97,How equitable is it to recommend personal interventions?,"Breathing clean air is a human right. Responsibility for the provision of clean air lies within the society
and must not be delegated to the individual, as the individual has very limited options of decreasing
her/his own exposure. Moreover, placing the responsibility for reducing exposure to air pollution on
individuals raises important issues of equity in terms of individuals’ need and opportunities/ability to
implement the recommendations due to differential access to information and resources.
Recommendations should account for the individual cultural, educational and socioeconomic
context, the resources available to follow those recommendations, the information available to
make an informed decision, people’s perceived risk of harm from air pollution as compared with
competing health risks and the basic human right to a sustainable livelihood.
Effective actions by authorities could ease the pressure on individuals to reduce their own expo-
sure. The actions include, most importantly, legislation to ensure clean air, but in the interim can
include subsidies to individuals in the greatest need, in terms of both reducing exposure to air
pollution and accessing resources, to implement the recommended interventions.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
538f4f47-ad56-45a9-a0f0-f03d9e9c3ba0,What is this the role of medical societies?,"Medical societies can play a central role in educating the public about the health effects of air pollution and in developing and distributing clinical guidelines, which might have to be region-specific
and with inequity properly addressed.

In guideline development and advocacy, medical societies should ensure that the responsibility for
providing a healthy environment is that of society, and every attempt to place the responsibility
on the individual must be prevented.",https://www.who.int/news-room/questions-and-answers/item/air-pollution-personal-interventions-and-risk-communication
a1636ad5-a91e-415e-9518-6d6447803a9f,What is hepatitis B virus (HBV) infection?,"Hepatitis B is a viral infection that affects the liver and can cause both acute and chronic infection.  Most people with HBV infection do not experience any symptoms when newly infected. A proportion of people develop chronic infection, which can then lead to progressive liver disease and result in cirrhosis (a scarring of the liver) or liver cancer. Chronic infection occurs in the majority (90%) of infants infected from their mothers or before 5 years of age. Those infected after the age of five years are much less likely (<5%) to develop a chronic infection.",https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus
f30a2180-f15b-4b94-bcbd-89719504f50b,What is the global burden of HBV?,"Worldwide, WHO estimates that 257 million people are currently living with chronic HBV infection worldwide, placing them at risk of serious illness and death from cirrhosis and liver cancer. Each year, WHO estimates that chronic HBV infection causes nearly 900 000 deaths, mostly through complications such as cirrhosis and liver cancer. The countries with the highest prevalence are in the WHO African and Western Pacific Regions, and the countries with the lowest prevalence are in the Region of the Americas and the European Region.",https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus
fd86e18d-80b5-4db0-b51d-a8a5886817a2,How is HBV infection diagnosed?,"It is not possible, on clinical grounds, to differentiate hepatitis B from hepatitis caused by other viruses. Laboratory confirmation of the diagnosis is therefore needed. Chronic infection is diagnosed by a positive test for the surface antigen of HBV (HBsAg). When a person tests positive for HBsAg, an HBV DNA test should also be done to determine how high the viral load is. Those with a high HBV viral load and with raised liver enzymes may need to be put on long-term antiviral treatment for their own health. Persons with cirrhosis are also in need of treatment. However, only a proportion of people with chronic HBV infection will require treatment. If the HBV DNA test is not available, a test for e-antigen of HBV (HBeAg) is sometimes used to give a less accurate indication of the level of virus in the blood.",https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus
